State,Year,Quarter,District,District_Count,District_Amount
jammu-&-kashmir,2022,2,baramulla district,1226879,2154959862.6085277
jammu-&-kashmir,2022,2,jammu district,7441002,14880950856.224466
jammu-&-kashmir,2022,2,ganderbal district,408175,736411674.659951
jammu-&-kashmir,2022,2,udhampur district,947548,1877648827.4614248
jammu-&-kashmir,2022,2,bandipore district,360875,621882624.2601936
jammu-&-kashmir,2022,2,reasi district,548687,1063805328.4910237
jammu-&-kashmir,2022,2,shopian district,268677,434290103.6395203
jammu-&-kashmir,2022,2,poonch district,357832,884012060.8643444
jammu-&-kashmir,2022,2,kathua district,817009,1514113031.121934
jammu-&-kashmir,2022,2,kishtwar district,188126,322575247.5125381
jammu-&-kashmir,2022,2,pulwama district,790442,1527002272.083313
jammu-&-kashmir,2022,2,ramban district,320262,607095737.0299164
jammu-&-kashmir,2022,2,rajouri district,565064,1321641184.8698494
jammu-&-kashmir,2022,2,kulgam district,479844,650870806.9906567
jammu-&-kashmir,2022,2,budgam district,1052343,1977187447.2169597
jammu-&-kashmir,2022,2,anantnag district,1214291,1884518051.065606
jammu-&-kashmir,2022,2,kupwara district,975579,1819041252.88245
jammu-&-kashmir,2022,3,muzaffarabad district,12533,36613737.026607536
jammu-&-kashmir,2022,3,doda district,373904,609472501.3634437
jammu-&-kashmir,2022,3,samba district,842829,1581915447.7990084
jammu-&-kashmir,2022,3,mirpur district,57562,165963511.14880985
jammu-&-kashmir,2022,3,srinagar district,2447805,4804161643.106109
jammu-&-kashmir,2022,3,baramulla district,1311393,2203515919.7910256
jammu-&-kashmir,2022,3,jammu district,7526503,13607597636.170393
jammu-&-kashmir,2022,3,ganderbal district,472648,930632192.6087635
jammu-&-kashmir,2022,3,udhampur district,997199,1863833971.9477148
jammu-&-kashmir,2022,3,bandipore district,386029,668983199.9584781
jammu-&-kashmir,2022,3,reasi district,570648,1072011932.774343
jammu-&-kashmir,2022,3,shopian district,320567,501659068.4017532
jammu-&-kashmir,2022,3,poonch district,388681,897489057.0183108
jammu-&-kashmir,2022,3,kathua district,834884,1473463666.339784
jammu-&-kashmir,2022,3,kishtwar district,225295,396196222.3084749
jammu-&-kashmir,2022,3,pulwama district,847472,1623093820.1695747
jammu-&-kashmir,2022,3,ramban district,366778,680698346.3950101
jammu-&-kashmir,2022,3,rajouri district,579577,1320001714.339793
jammu-&-kashmir,2022,3,kulgam district,539004,763535701.9158515
jammu-&-kashmir,2022,3,budgam district,1140418,1992489881.6152542
jammu-&-kashmir,2022,3,anantnag district,1263844,1939518538.6283112
jammu-&-kashmir,2022,3,kupwara district,1028821,1830706791.4213793
jammu-&-kashmir,2022,4,muzaffarabad district,14832,35055780.855990365
jammu-&-kashmir,2022,4,doda district,513476,629795395.8400228
jammu-&-kashmir,2022,4,samba district,1025985,1822006887.441403
jammu-&-kashmir,2022,4,mirpur district,72961,184917178.2132864
jammu-&-kashmir,2022,4,srinagar district,3176470,5356773720.96018
jammu-&-kashmir,2022,4,baramulla district,1599504,2370515820.01391
jammu-&-kashmir,2022,4,jammu district,9213783,15674936388.296492
jammu-&-kashmir,2022,4,ganderbal district,411732,597517710.9861526
jammu-&-kashmir,2022,4,udhampur district,1227109,2035000646.9887607
jammu-&-kashmir,2022,4,bandipore district,451513,626896193.6954811
jammu-&-kashmir,2022,4,reasi district,700011,1146621584.5183542
jammu-&-kashmir,2022,4,shopian district,402989,610805803.8629034
jammu-&-kashmir,2022,4,poonch district,538857,1050594398.560792
jammu-&-kashmir,2022,4,kathua district,1035799,1765328885.276795
jammu-&-kashmir,2022,4,kishtwar district,283374,387202223.58237594
jammu-&-kashmir,2022,4,pulwama district,963378,1594427876.0287037
jammu-&-kashmir,2022,4,ramban district,438060,692350601.4061894
jammu-&-kashmir,2022,4,rajouri district,726588,1476623503.222388
jammu-&-kashmir,2022,4,kulgam district,654424,837066487.4013662
jammu-&-kashmir,2022,4,budgam district,1306982,1932170615.5444055
jammu-&-kashmir,2022,4,anantnag district,1338553,1684090753.6075988
jammu-&-kashmir,2022,4,kupwara district,1219778,1804597459.1902237
jharkhand,2018,1,ramgarh district,97459,85844869.66475454
jharkhand,2018,1,ranchi district,356622,434234048.4962647
jharkhand,2018,1,east singhbhum district,220276,257229540.65490007
jharkhand,2018,1,jamtara district,21925,37530176.98115201
jharkhand,2018,1,dumka district,37867,33366389.64390042
jharkhand,2018,1,koderma district,58922,76001334.68492848
jharkhand,2018,1,hazaribagh district,150709,171297280.2361688
jharkhand,2018,1,simdega district,6739,9328083.907140622
jharkhand,2018,1,garhwa district,47858,105426064.77369875
jharkhand,2018,1,saraikela kharsawan district,83449,74573902.81878725
jharkhand,2018,1,gumla district,12079,15422722.31229529
jharkhand,2018,1,chatra district,28364,48808252.9144469
jharkhand,2018,1,khunti district,10377,12238451.413852565
jharkhand,2018,1,dhanbad district,340878,271973005.2993548
jharkhand,2018,1,godda district,36994,36033979.36832302
jharkhand,2018,1,deoghar district,70058,91100585.73781538
jharkhand,2018,1,palamu district,84608,128141542.2688809
jharkhand,2018,1,latehar district,20416,35121829.70128228
jharkhand,2018,1,west singhbhum district,34197,38008802.03968498
jharkhand,2018,1,pakur district,17321,10639883.904580789
jharkhand,2018,1,lohardaga district,15716,16349311.325518148
jharkhand,2018,1,sahebganj district,30741,44038697.06983768
jharkhand,2018,1,giridih district,131905,131409945.94483337
jharkhand,2018,1,bokaro district,263441,210067688.75698972
jharkhand,2018,2,ramgarh district,120655,173725383.96619216
jharkhand,2018,2,ranchi district,501072,820976014.2247977
jharkhand,2018,2,east singhbhum district,323829,467008622.29054534
jharkhand,2018,2,jamtara district,33336,65954452.967897445
jharkhand,2018,2,dumka district,52730,62513760.31002599
jharkhand,2018,2,koderma district,78447,157457238.23045406
jharkhand,2018,2,hazaribagh district,214298,371520189.2845477
jharkhand,2018,2,simdega district,9842,19536971.86893055
jharkhand,2018,2,garhwa district,80546,248149219.75080514
jharkhand,2018,2,saraikela kharsawan district,117686,128312051.58743985
jharkhand,2018,2,gumla district,18470,30300849.443379648
jharkhand,2018,2,chatra district,42721,103935683.23963837
jharkhand,2018,2,khunti district,14808,24028506.190518655
jharkhand,2018,2,dhanbad district,520547,503649314.08955395
jharkhand,2018,2,godda district,55790,94877071.5958207
jharkhand,2018,2,deoghar district,96438,148363954.84218916
jharkhand,2018,2,palamu district,131021,325976624.8230643
jharkhand,2018,2,latehar district,31244,78012578.84608759
jharkhand,2018,2,west singhbhum district,49609,69912382.99671319
jharkhand,2018,2,pakur district,24613,32269216.251769222
jharkhand,2018,2,lohardaga district,20959,31539375.169917487
jharkhand,2018,2,sahebganj district,44517,97661893.23262924
jharkhand,2018,2,giridih district,172783,267172044.8851918
jharkhand,2018,2,bokaro district,396119,398722258.97476417
jharkhand,2018,3,ramgarh district,264474,310366602.6469911
jharkhand,2018,3,ranchi district,1040485,1373309866.0578432
jharkhand,2018,3,east singhbhum district,716556,825516933.9712927
jharkhand,2018,3,jamtara district,73849,76580887.24947754
jharkhand,2018,3,dumka district,151655,133011457.10467342
jharkhand,2018,3,koderma district,138942,249949409.4803542
jharkhand,2018,3,hazaribagh district,542701,663718370.6947035
jharkhand,2018,3,simdega district,13726,25648369.734839424
jharkhand,2018,3,garhwa district,108433,336403685.7283772
jharkhand,2018,3,saraikela kharsawan district,290800,265695487.6867497
jharkhand,2018,3,gumla district,25772,42595638.74931184
jharkhand,2018,3,chatra district,79849,174206860.24867332
jharkhand,2018,3,khunti district,21153,44676454.34154199
jharkhand,2018,3,dhanbad district,2064271,1383326534.6497746
jharkhand,2018,3,godda district,74223,125755382.3951503
jharkhand,2018,3,deoghar district,152113,198908051.87959886
jharkhand,2018,3,palamu district,166304,405648506.51824975
jharkhand,2018,3,latehar district,44859,121527383.17373994
jharkhand,2018,3,west singhbhum district,79053,112805093.1913876
jharkhand,2018,3,pakur district,40103,53635968.332766
jharkhand,2018,3,lohardaga district,29529,51299901.60382438
jharkhand,2018,3,sahebganj district,63020,126227082.25502507
jharkhand,2018,3,giridih district,334079,457115389.3922781
jharkhand,2018,3,bokaro district,1606672,1103642100.617909
jharkhand,2018,4,ramgarh district,245189,412829670.89178383
jharkhand,2018,4,ranchi district,997887,1817673935.7006779
jharkhand,2018,4,east singhbhum district,616640,990453488.2225387
jharkhand,2018,4,jamtara district,69899,88236099.31173173
jharkhand,2018,4,dumka district,108716,130199956.43032046
jharkhand,2018,4,koderma district,145018,347563723.9094753
jharkhand,2018,4,hazaribagh district,454790,843013094.1120856
jharkhand,2018,4,simdega district,19546,44876911.67864157
jharkhand,2018,4,garhwa district,150200,498426272.61469066
jharkhand,2018,4,saraikela kharsawan district,242853,296733243.1740029
jharkhand,2018,4,gumla district,35436,74139877.45931
jharkhand,2018,4,chatra district,99556,275373551.3442755
jharkhand,2018,4,khunti district,27189,58660541.43013879
jharkhand,2018,4,dhanbad district,1062585,1128043527.8329782
jharkhand,2018,4,godda district,111530,195266208.56380132
jharkhand,2018,4,deoghar district,152383,236116834.01685223
jharkhand,2018,4,palamu district,234378,620094977.5658048
jharkhand,2018,4,latehar district,69590,215459501.83440596
jharkhand,2018,4,west singhbhum district,94778,161602065.21757331
jharkhand,2018,4,pakur district,58677,76373283.19081725
jharkhand,2018,4,lohardaga district,35604,81171963.13151148
jharkhand,2018,4,sahebganj district,88654,175686520.1584292
jharkhand,2018,4,giridih district,364032,575695972.035529
jharkhand,2018,4,bokaro district,798913,898225421.2948879
jharkhand,2019,1,ramgarh district,349693,489903880.8153255
jharkhand,2019,1,ranchi district,1958897,3112736131.120337
jharkhand,2019,1,east singhbhum district,909285,1244357275.145483
jharkhand,2019,1,jamtara district,92090,106210459.76307851
jharkhand,2019,1,dumka district,161100,170044993.11020815
jharkhand,2019,1,koderma district,206484,382615731.9092488
jharkhand,2019,1,hazaribagh district,658381,1096533636.5584443
jharkhand,2019,1,simdega district,21230,49042353.79927784
jharkhand,2019,1,garhwa district,189007,622547866.7237244
jharkhand,2019,1,saraikela kharsawan district,395831,376316821.2155843
jharkhand,2019,1,gumla district,44668,89190224.49664608
jharkhand,2019,1,chatra district,139459,349699443.98078203
jharkhand,2019,1,khunti district,36962,76762554.1396697
jharkhand,2019,1,dhanbad district,1390250,1330543703.1307168
jharkhand,2019,1,godda district,193681,262228609.84591857
jharkhand,2019,1,deoghar district,204610,311986223.28785783
jharkhand,2019,1,palamu district,336935,875063883.7575887
jharkhand,2019,1,latehar district,105495,304872788.6697321
jharkhand,2019,1,west singhbhum district,132348,203416567.0013063
jharkhand,2019,1,pakur district,89881,101085742.56454855
jharkhand,2019,1,lohardaga district,44688,101421187.79935181
jharkhand,2019,1,sahebganj district,111302,229450483.51369292
jharkhand,2019,1,giridih district,540524,695057378.0180323
jharkhand,2019,1,bokaro district,1074907,1046148508.9114575
jharkhand,2019,2,ramgarh district,331688,593592675.6244884
jharkhand,2019,2,ranchi district,3147028,5924687357.225821
jharkhand,2019,2,east singhbhum district,960100,1505995808.375913
jharkhand,2019,2,jamtara district,62476,117513448.63148057
jharkhand,2019,2,dumka district,120692,195596448.81764007
jharkhand,2019,2,koderma district,194180,466014390.1260528
jharkhand,2019,2,hazaribagh district,633673,1332857266.8961062
jharkhand,2019,2,simdega district,27420,68451218.94833788
jharkhand,2019,2,garhwa district,205986,744151237.499465
jharkhand,2019,2,saraikela kharsawan district,328153,412040653.554274
jharkhand,2019,2,gumla district,49344,105885709.66313219
jharkhand,2019,2,chatra district,145939,427446541.16172373
jharkhand,2019,2,khunti district,38486,92472196.04874589
jharkhand,2019,2,dhanbad district,1279110,1614589568.7048624
jharkhand,2019,2,godda district,143913,298191584.8881432
jharkhand,2019,2,deoghar district,216404,385121235.7476239
jharkhand,2019,2,palamu district,330327,1046448701.3271729
jharkhand,2019,2,latehar district,104321,330417179.3593244
jharkhand,2019,2,west singhbhum district,127553,243625440.90217423
jharkhand,2019,2,pakur district,67895,110901285.51662283
jharkhand,2019,2,lohardaga district,49909,114529140.20313537
jharkhand,2019,2,sahebganj district,95569,250029522.62360385
jharkhand,2019,2,giridih district,447860,872870570.3762811
jharkhand,2019,2,bokaro district,1020185,1369272123.3242126
jharkhand,2019,3,ramgarh district,466086,666327597.117374
jharkhand,2019,3,ranchi district,3924885,6987035689.115903
jharkhand,2019,3,east singhbhum district,1439445,1863746509.1365323
jharkhand,2019,3,jamtara district,74851,142379562.4853839
jharkhand,2019,3,dumka district,163465,254711658.17907476
jharkhand,2019,3,koderma district,218889,472984198.32100344
jharkhand,2019,3,hazaribagh district,917999,1501364416.6671975
jharkhand,2019,3,simdega district,32543,71672793.4660503
jharkhand,2019,3,garhwa district,253092,766713453.1640826
jharkhand,2019,3,saraikela kharsawan district,436371,499189494.0970435
jharkhand,2019,3,gumla district,60628,120987411.12363127
jharkhand,2019,3,chatra district,191618,462948245.07882226
jharkhand,2019,3,khunti district,46902,96458968.46191373
jharkhand,2019,3,dhanbad district,2290227,1900631592.4346042
jharkhand,2019,3,godda district,156420,330294444.3316301
jharkhand,2019,3,deoghar district,344455,555613175.4677337
jharkhand,2019,3,palamu district,408718,1090919704.3977737
jharkhand,2019,3,latehar district,144588,398425179.6788881
jharkhand,2019,3,west singhbhum district,172682,269069817.53950894
jharkhand,2019,3,pakur district,70296,127897219.12087816
jharkhand,2019,3,lohardaga district,60724,122597923.83547777
jharkhand,2019,3,sahebganj district,109215,274001393.08005285
jharkhand,2019,3,giridih district,498118,876022719.9153262
jharkhand,2019,3,bokaro district,1738430,1613980827.1432543
jharkhand,2019,4,ramgarh district,606260,907240261.0972492
jharkhand,2019,4,ranchi district,4962725,8766487755.261751
jharkhand,2019,4,east singhbhum district,1743320,2454308540.295499
jharkhand,2019,4,jamtara district,128678,181420052.0316623
jharkhand,2019,4,dumka district,246083,333225930.0008347
jharkhand,2019,4,koderma district,300610,620039096.2061743
jharkhand,2019,4,hazaribagh district,1115893,1919987793.5106766
jharkhand,2019,4,simdega district,50843,111985838.91556814
jharkhand,2019,4,garhwa district,353292,1079121447.7061095
jharkhand,2019,4,saraikela kharsawan district,542522,632386702.9813409
jharkhand,2019,4,gumla district,88718,182271440.1914146
jharkhand,2019,4,chatra district,266238,605474152.4401714
jharkhand,2019,4,khunti district,63682,141760019.40566558
jharkhand,2019,4,dhanbad district,2966376,2559078950.795422
jharkhand,2019,4,godda district,223042,498672089.4866885
jharkhand,2019,4,deoghar district,411994,652381524.6441478
jharkhand,2019,4,palamu district,568241,1542916983.3263822
jharkhand,2019,4,latehar district,178887,527968456.97653687
jharkhand,2019,4,west singhbhum district,237879,373351248.94109875
jharkhand,2019,4,pakur district,101976,169185786.96339715
jharkhand,2019,4,lohardaga district,84315,178315463.61294547
jharkhand,2019,4,sahebganj district,148678,378366809.0588422
jharkhand,2019,4,giridih district,664950,1173756910.3354383
jharkhand,2019,4,bokaro district,2193416,2158045122.491934
jharkhand,2020,1,ramgarh district,695324,1086274774.7268305
jharkhand,2020,1,ranchi district,5132983,10593904951.012724
jharkhand,2020,1,east singhbhum district,1934537,3099559621.386287
jharkhand,2020,1,jamtara district,110484,209697372.97611183
jharkhand,2020,1,dumka district,224016,383229546.99452996
jharkhand,2020,1,koderma district,365431,822439808.7029362
jharkhand,2020,1,hazaribagh district,1199387,2376853316.738264
jharkhand,2020,1,simdega district,64462,137272246.4613846
jharkhand,2020,1,garhwa district,428582,1339489644.523571
jharkhand,2020,1,saraikela kharsawan district,595845,742590781.671559
jharkhand,2020,1,gumla district,111756,222110686.8773355
jharkhand,2020,1,chatra district,313522,788916110.327395
jharkhand,2020,1,khunti district,75552,152340107.1539104
jharkhand,2020,1,dhanbad district,2193642,2650637205.6009936
jharkhand,2020,1,godda district,249509,564748152.099283
jharkhand,2020,1,deoghar district,434837,757609415.2029015
jharkhand,2020,1,palamu district,715476,2015033114.7157931
jharkhand,2020,1,latehar district,217475,639364154.4533424
jharkhand,2020,1,west singhbhum district,285811,454415645.6741731
