State,Year,Quarter,District,District_Count,District_Amount
himachal-pradesh,2022,1,solan district,2993489,3959375876.029764
himachal-pradesh,2022,1,sirmaur district,962227,1517999108.5303912
himachal-pradesh,2022,1,shimla district,4441906,7362840550.6056385
himachal-pradesh,2022,1,bilaspur district,472169,885425010.4453132
himachal-pradesh,2022,1,hamirpur district,751389,1264679768.7344947
himachal-pradesh,2022,1,una district,1164923,2030776988.6375241
himachal-pradesh,2022,1,kangra district,2261593,3907092916.0266376
himachal-pradesh,2022,1,kullu district,1100232,2108742823.1394382
himachal-pradesh,2022,1,mandi district,1201568,2151083001.502331
himachal-pradesh,2022,1,lahul and spiti district,46144,90886775.89370959
himachal-pradesh,2022,1,chamba district,544135,943937757.078062
himachal-pradesh,2022,1,kinnaur district,148405,295606863.3095263
himachal-pradesh,2022,2,solan district,3773789,4536385240.154757
himachal-pradesh,2022,2,sirmaur district,1196118,1742899000.9373982
himachal-pradesh,2022,2,shimla district,5875215,9396933042.155468
himachal-pradesh,2022,2,bilaspur district,597379,1083546519.8422945
himachal-pradesh,2022,2,hamirpur district,1002506,1538456707.4950671
himachal-pradesh,2022,2,una district,1526243,2532127305.6645803
himachal-pradesh,2022,2,kangra district,2984544,4846014285.107853
himachal-pradesh,2022,2,kullu district,1646598,3292385543.3319855
himachal-pradesh,2022,2,mandi district,1587222,2699997310.198592
himachal-pradesh,2022,2,lahul and spiti district,130570,300236415.2447329
himachal-pradesh,2022,2,chamba district,727701,1229468817.252565
himachal-pradesh,2022,2,kinnaur district,243486,510657770.8569747
himachal-pradesh,2022,3,solan district,4064523,4837968887.089856
himachal-pradesh,2022,3,sirmaur district,1266132,1769419418.4413247
himachal-pradesh,2022,3,shimla district,8892834,13349267759.063
himachal-pradesh,2022,3,bilaspur district,936750,1447420350.6150799
himachal-pradesh,2022,3,hamirpur district,934529,1398047775.1680303
himachal-pradesh,2022,3,una district,1233226,1928978517.8009784
himachal-pradesh,2022,3,kangra district,3342842,5121570350.61087
himachal-pradesh,2022,3,kullu district,1202861,2235782785.3480353
himachal-pradesh,2022,3,mandi district,1666670,2648674300.781836
himachal-pradesh,2022,3,lahul and spiti district,120500,275873974.5120233
himachal-pradesh,2022,3,chamba district,1270412,1872267055.9187663
himachal-pradesh,2022,3,kinnaur district,233589,495511513.190618
himachal-pradesh,2022,4,solan district,4436709,5065290891.534373
himachal-pradesh,2022,4,sirmaur district,1454224,1991999745.9575925
himachal-pradesh,2022,4,shimla district,9603309,14161042549.708815
himachal-pradesh,2022,4,bilaspur district,622642,1042618597.1158307
himachal-pradesh,2022,4,hamirpur district,1161191,1732021206.6974392
himachal-pradesh,2022,4,una district,1173607,1902311205.0838988
himachal-pradesh,2022,4,kangra district,4885938,7430861889.061211
himachal-pradesh,2022,4,kullu district,2047414,3429997134.811536
himachal-pradesh,2022,4,mandi district,1994054,3034367986.1615605
himachal-pradesh,2022,4,lahul and spiti district,100747,199706125.5906673
himachal-pradesh,2022,4,chamba district,831315,1292196671.856883
himachal-pradesh,2022,4,kinnaur district,243986,496929228.7937612
jammu-&-kashmir,2018,1,muzaffarabad district,13,14559.803406151601
jammu-&-kashmir,2018,1,doda district,4108,7065930.233463201
jammu-&-kashmir,2018,1,samba district,14795,21534891.0416242
jammu-&-kashmir,2018,1,mirpur district,1320,3052181.909064396
jammu-&-kashmir,2018,1,srinagar district,47285,62676256.75828372
jammu-&-kashmir,2018,1,baramulla district,83775,44215018.00395158
jammu-&-kashmir,2018,1,jammu district,81381,127452979.35873458
jammu-&-kashmir,2018,1,ganderbal district,20571,9107649.670974826
jammu-&-kashmir,2018,1,udhampur district,17620,31451872.26861042
jammu-&-kashmir,2018,1,bandipore district,38208,11885513.905010346
jammu-&-kashmir,2018,1,reasi district,7433,12816155.33273841
jammu-&-kashmir,2018,1,shopian district,5083,3598498.6345729744
jammu-&-kashmir,2018,1,poonch district,398963,509120439.3079825
jammu-&-kashmir,2018,1,kathua district,17643,22353839.21295397
jammu-&-kashmir,2018,1,kishtwar district,2054,3514299.9889703216
jammu-&-kashmir,2018,1,pulwama district,35793,24777476.308443584
jammu-&-kashmir,2018,1,ramban district,5326,7284248.818676664
jammu-&-kashmir,2018,1,rajouri district,10199,16045672.106446449
jammu-&-kashmir,2018,1,kulgam district,23587,9213671.326669723
jammu-&-kashmir,2018,1,budgam district,50748,36218453.70685134
jammu-&-kashmir,2018,1,anantnag district,64478,24885721.231939793
jammu-&-kashmir,2018,1,kupwara district,11185,17085910.326759618
jammu-&-kashmir,2018,2,muzaffarabad district,75,368823.4836135323
jammu-&-kashmir,2018,2,doda district,7631,16114372.115183618
jammu-&-kashmir,2018,2,samba district,20917,36387040.50852826
jammu-&-kashmir,2018,2,mirpur district,1885,4089198.7363343993
jammu-&-kashmir,2018,2,srinagar district,92244,140893315.71476018
jammu-&-kashmir,2018,2,baramulla district,188100,100055918.36977986
jammu-&-kashmir,2018,2,jammu district,112434,232232787.92328903
jammu-&-kashmir,2018,2,ganderbal district,41415,24295329.738405794
jammu-&-kashmir,2018,2,udhampur district,27804,60326675.00386811
jammu-&-kashmir,2018,2,bandipore district,64888,26799256.94581057
jammu-&-kashmir,2018,2,reasi district,11296,27106631.47361443
jammu-&-kashmir,2018,2,shopian district,8017,8454705.838859541
jammu-&-kashmir,2018,2,poonch district,891298,1627868128.4895806
jammu-&-kashmir,2018,2,kathua district,25411,39744879.134225145
jammu-&-kashmir,2018,2,kishtwar district,3797,10312057.062347615
jammu-&-kashmir,2018,2,pulwama district,54034,53382825.78039837
jammu-&-kashmir,2018,2,ramban district,7715,14388161.945558583
jammu-&-kashmir,2018,2,rajouri district,17110,40023701.506525375
jammu-&-kashmir,2018,2,kulgam district,30822,17711007.626695577
jammu-&-kashmir,2018,2,budgam district,89823,77122240.2755234
jammu-&-kashmir,2018,2,anantnag district,70838,43529509.03427214
jammu-&-kashmir,2018,2,kupwara district,28772,49999669.795696385
jammu-&-kashmir,2018,3,muzaffarabad district,211,581878.7760569004
jammu-&-kashmir,2018,3,doda district,12645,34027590.92391601
jammu-&-kashmir,2018,3,samba district,28728,62913580.60213567
jammu-&-kashmir,2018,3,mirpur district,2789,7804797.778845614
jammu-&-kashmir,2018,3,srinagar district,154314,270405876.71132636
jammu-&-kashmir,2018,3,baramulla district,210619,195960360.05707502
jammu-&-kashmir,2018,3,jammu district,145123,376452715.050717
jammu-&-kashmir,2018,3,ganderbal district,52136,55650497.72050136
jammu-&-kashmir,2018,3,udhampur district,37014,92258254.83476219
jammu-&-kashmir,2018,3,bandipore district,87129,60815662.86494814
jammu-&-kashmir,2018,3,reasi district,16409,42269613.56023088
jammu-&-kashmir,2018,3,shopian district,8156,13724387.244946066
jammu-&-kashmir,2018,3,poonch district,1189512,2093062576.1870332
jammu-&-kashmir,2018,3,kathua district,35991,65729742.878893405
jammu-&-kashmir,2018,3,kishtwar district,5911,14394238.733370475
jammu-&-kashmir,2018,3,pulwama district,65491,93861999.52986418
jammu-&-kashmir,2018,3,ramban district,13585,31095426.6143336
jammu-&-kashmir,2018,3,rajouri district,25458,73897455.39817372
jammu-&-kashmir,2018,3,kulgam district,36648,38482884.37476657
jammu-&-kashmir,2018,3,budgam district,74691,120545227.15939456
jammu-&-kashmir,2018,3,anantnag district,69967,95642801.11475597
jammu-&-kashmir,2018,3,kupwara district,31434,95123431.34163423
jammu-&-kashmir,2018,4,muzaffarabad district,267,1159496.382415084
jammu-&-kashmir,2018,4,doda district,16990,50665168.801815644
jammu-&-kashmir,2018,4,samba district,43623,110909698.34958589
jammu-&-kashmir,2018,4,mirpur district,4525,17198501.877917536
jammu-&-kashmir,2018,4,srinagar district,144970,329216330.48735344
jammu-&-kashmir,2018,4,baramulla district,109702,212164676.56823462
jammu-&-kashmir,2018,4,jammu district,226829,670989049.2596997
jammu-&-kashmir,2018,4,ganderbal district,28646,51463841.198077515
jammu-&-kashmir,2018,4,udhampur district,50056,158443928.52744907
jammu-&-kashmir,2018,4,bandipore district,27073,56020937.99422079
jammu-&-kashmir,2018,4,reasi district,21464,57918446.21121466
jammu-&-kashmir,2018,4,shopian district,11706,27856762.58382556
jammu-&-kashmir,2018,4,poonch district,1642053,2992752160.889104
jammu-&-kashmir,2018,4,kathua district,50640,115344936.11363688
jammu-&-kashmir,2018,4,kishtwar district,6978,22848654.263971046
jammu-&-kashmir,2018,4,pulwama district,43706,109777843.14790586
jammu-&-kashmir,2018,4,ramban district,18133,52646196.621844925
jammu-&-kashmir,2018,4,rajouri district,39629,132340219.58698925
jammu-&-kashmir,2018,4,kulgam district,32550,53586270.06020345
jammu-&-kashmir,2018,4,budgam district,75940,175490225.93721515
jammu-&-kashmir,2018,4,anantnag district,79193,110778790.88365649
jammu-&-kashmir,2018,4,kupwara district,46637,155148129.95113623
jammu-&-kashmir,2019,1,muzaffarabad district,309,802634.3065277553
jammu-&-kashmir,2019,1,doda district,19704,52638941.01283811
jammu-&-kashmir,2019,1,samba district,51437,119636659.29644221
jammu-&-kashmir,2019,1,mirpur district,4690,17006249.140305094
jammu-&-kashmir,2019,1,srinagar district,310516,595281412.755115
jammu-&-kashmir,2019,1,baramulla district,164873,235373167.04939288
jammu-&-kashmir,2019,1,jammu district,336553,880021398.3075252
jammu-&-kashmir,2019,1,ganderbal district,44270,53435135.4465961
jammu-&-kashmir,2019,1,udhampur district,61146,165236170.74876732
jammu-&-kashmir,2019,1,bandipore district,41790,57896061.76627199
jammu-&-kashmir,2019,1,reasi district,27880,66524100.007024944
jammu-&-kashmir,2019,1,shopian district,18043,29280786.002076503
jammu-&-kashmir,2019,1,poonch district,1923655,2702486522.9746447
jammu-&-kashmir,2019,1,kathua district,65843,123437204.57869422
jammu-&-kashmir,2019,1,kishtwar district,8801,24577316.528928503
jammu-&-kashmir,2019,1,pulwama district,73558,128624249.28698528
jammu-&-kashmir,2019,1,ramban district,21258,51349078.85543774
jammu-&-kashmir,2019,1,rajouri district,45577,133203926.99960737
jammu-&-kashmir,2019,1,kulgam district,64816,58528128.30016053
jammu-&-kashmir,2019,1,budgam district,141988,182507224.81175336
jammu-&-kashmir,2019,1,anantnag district,92467,115882661.62980533
jammu-&-kashmir,2019,1,kupwara district,65813,158106446.71607158
jammu-&-kashmir,2019,2,muzaffarabad district,358,1356184.7873196776
jammu-&-kashmir,2019,2,doda district,25374,74037772.87435512
jammu-&-kashmir,2019,2,samba district,54413,142027333.5175769
jammu-&-kashmir,2019,2,mirpur district,5820,25540990.107606493
jammu-&-kashmir,2019,2,srinagar district,721517,1997435095.3858333
jammu-&-kashmir,2019,2,baramulla district,150503,324305667.3040718
jammu-&-kashmir,2019,2,jammu district,532412,1521238563.9344492
jammu-&-kashmir,2019,2,ganderbal district,42072,87050223.77363622
jammu-&-kashmir,2019,2,udhampur district,70405,212612443.68697757
jammu-&-kashmir,2019,2,bandipore district,41227,86691218.6373212
jammu-&-kashmir,2019,2,reasi district,35425,91038294.73353264
jammu-&-kashmir,2019,2,shopian district,19607,47839036.06601636
jammu-&-kashmir,2019,2,poonch district,38370,120247830.87705097
jammu-&-kashmir,2019,2,kathua district,62989,140667309.65092766
jammu-&-kashmir,2019,2,kishtwar district,13465,36238981.23104668
jammu-&-kashmir,2019,2,pulwama district,72486,192069086.39596564
jammu-&-kashmir,2019,2,ramban district,32101,87397686.35956638
jammu-&-kashmir,2019,2,rajouri district,59741,189339489.0274282
jammu-&-kashmir,2019,2,kulgam district,47276,70172206.0431724
jammu-&-kashmir,2019,2,budgam district,118107,244724342.9971184
jammu-&-kashmir,2019,2,anantnag district,76968,176892916.91069663
jammu-&-kashmir,2019,2,kupwara district,75719,231219527.26181516
jammu-&-kashmir,2019,3,muzaffarabad district,289,878367.6864000999
jammu-&-kashmir,2019,3,doda district,13665,39001610.496151924
jammu-&-kashmir,2019,3,samba district,32337,83363005.10981622
jammu-&-kashmir,2019,3,mirpur district,3501,11882521.929194864
jammu-&-kashmir,2019,3,srinagar district,329195,1391918063.9301224
jammu-&-kashmir,2019,3,baramulla district,55226,164311812.1144624
jammu-&-kashmir,2019,3,jammu district,275239,885413982.5256196
jammu-&-kashmir,2019,3,ganderbal district,20047,58009547.84811531
jammu-&-kashmir,2019,3,udhampur district,43153,135163022.78214857
jammu-&-kashmir,2019,3,bandipore district,15986,42396418.66176845
jammu-&-kashmir,2019,3,reasi district,22807,59225448.98924215
jammu-&-kashmir,2019,3,shopian district,7786,16229882.153781377
jammu-&-kashmir,2019,3,poonch district,23270,75145778.40317626
jammu-&-kashmir,2019,3,kathua district,42083,90084615.95369668
jammu-&-kashmir,2019,3,kishtwar district,7443,21173636.241557535
jammu-&-kashmir,2019,3,pulwama district,33089,104266797.68078922
jammu-&-kashmir,2019,3,ramban district,23615,69645588.74289
jammu-&-kashmir,2019,3,rajouri district,34386,112169651.6625633
jammu-&-kashmir,2019,3,kulgam district,17217,33851231.999382496
jammu-&-kashmir,2019,3,budgam district,41566,114191268.29962389
jammu-&-kashmir,2019,3,anantnag district,39325,117282515.54028721
jammu-&-kashmir,2019,3,kupwara district,35301,118625723.03167562
jammu-&-kashmir,2019,4,muzaffarabad district,13,33490.7377982426
jammu-&-kashmir,2019,4,doda district,2864,13087031.76313566
jammu-&-kashmir,2019,4,samba district,14817,53713327.351715714
jammu-&-kashmir,2019,4,mirpur district,642,3841256.042835106
jammu-&-kashmir,2019,4,srinagar district,117133,474222741.4546555
jammu-&-kashmir,2019,4,baramulla district,8345,30863315.57342449
jammu-&-kashmir,2019,4,jammu district,231238,928579096.2076488
jammu-&-kashmir,2019,4,ganderbal district,834,4743500.871029498
jammu-&-kashmir,2019,4,udhampur district,22103,91344412.2796205
jammu-&-kashmir,2019,4,bandipore district,300,1680075.8498654477
jammu-&-kashmir,2019,4,reasi district,12986,43788337.944249794
jammu-&-kashmir,2019,4,shopian district,285,648555.5507799082
jammu-&-kashmir,2019,4,poonch district,10130,37926598.592978455
jammu-&-kashmir,2019,4,kathua district,28288,83151146.69576254
jammu-&-kashmir,2019,4,kishtwar district,2057,9695993.464283273
jammu-&-kashmir,2019,4,pulwama district,1473,9185346.443124529
jammu-&-kashmir,2019,4,ramban district,14088,49372161.637940705
jammu-&-kashmir,2019,4,rajouri district,15973,65942824.07004503
jammu-&-kashmir,2019,4,kulgam district,211,982047.0576332739
jammu-&-kashmir,2019,4,budgam district,2351,11629862.550543789
jammu-&-kashmir,2019,4,anantnag district,3109,11464594.84393266
jammu-&-kashmir,2019,4,kupwara district,688,3800280.8395930566
jammu-&-kashmir,2020,1,muzaffarabad district,112,436693.6274538382
jammu-&-kashmir,2020,1,doda district,14126,38583563.327599555
jammu-&-kashmir,2020,1,samba district,32933,90185246.2200037
jammu-&-kashmir,2020,1,mirpur district,3104,11580819.24606758
jammu-&-kashmir,2020,1,srinagar district,127979,474473029.57881373
jammu-&-kashmir,2020,1,baramulla district,38477,102651433.96810117
jammu-&-kashmir,2020,1,jammu district,363150,1275561405.7653875
jammu-&-kashmir,2020,1,ganderbal district,10813,28214462.840443924
jammu-&-kashmir,2020,1,udhampur district,45339,137536252.00526458
jammu-&-kashmir,2020,1,bandipore district,10311,27789837.54150642
jammu-&-kashmir,2020,1,reasi district,24431,69003941.03140756
jammu-&-kashmir,2020,1,shopian district,7878,18157391.903722018
jammu-&-kashmir,2020,1,poonch district,16709,52760138.965863004
jammu-&-kashmir,2020,1,kathua district,48120,107171478.55933961
jammu-&-kashmir,2020,1,kishtwar district,9710,27259898.028504793
jammu-&-kashmir,2020,1,pulwama district,26598,76212175.43966158
jammu-&-kashmir,2020,1,ramban district,12796,34487947.978801765
jammu-&-kashmir,2020,1,rajouri district,28561,88475364.88892928
jammu-&-kashmir,2020,1,kulgam district,12394,24289856.01002881
jammu-&-kashmir,2020,1,budgam district,32991,95338551.22633348
jammu-&-kashmir,2020,1,anantnag district,25741,70085624.44047819
jammu-&-kashmir,2020,1,kupwara district,29357,87388063.94032452
jammu-&-kashmir,2020,2,muzaffarabad district,656,2880433.662297405
jammu-&-kashmir,2020,2,doda district,57928,135990634.9908951
jammu-&-kashmir,2020,2,samba district,92336,202733580.03466016
jammu-&-kashmir,2020,2,mirpur district,14046,44622104.6311252
jammu-&-kashmir,2020,2,srinagar district,440808,1810806888.436264
jammu-&-kashmir,2020,2,baramulla district,139478,414666518.8451662
jammu-&-kashmir,2020,2,jammu district,819252,2746977181.9002085
jammu-&-kashmir,2020,2,ganderbal district,36483,106190105.59913673
jammu-&-kashmir,2020,2,udhampur district,127419,319173115.28145945
jammu-&-kashmir,2020,2,bandipore district,36152,102723529.86849661
jammu-&-kashmir,2020,2,reasi district,49746,106410135.68047369
jammu-&-kashmir,2020,2,shopian district,24785,66217970.77443329
jammu-&-kashmir,2020,2,poonch district,65969,192100840.0578707
jammu-&-kashmir,2020,2,kathua district,114835,227977779.90759313
jammu-&-kashmir,2020,2,kishtwar district,29206,75514041.19893728
jammu-&-kashmir,2020,2,pulwama district,85402,271480260.94137585
jammu-&-kashmir,2020,2,ramban district,39854,102642842.42209667
jammu-&-kashmir,2020,2,rajouri district,104655,305656997.14551216
jammu-&-kashmir,2020,2,kulgam district,42870,100175288.12866533
jammu-&-kashmir,2020,2,budgam district,112970,331830464.6882304
jammu-&-kashmir,2020,2,anantnag district,85384,239711526.255058
jammu-&-kashmir,2020,2,kupwara district,114772,359166698.8086049
jammu-&-kashmir,2020,3,muzaffarabad district,1572,5773809.286486714
jammu-&-kashmir,2020,3,doda district,68744,173984872.11111727
jammu-&-kashmir,2020,3,samba district,113571,309268006.2905833
jammu-&-kashmir,2020,3,mirpur district,15019,54072783.391636506
jammu-&-kashmir,2020,3,srinagar district,461915,1879035426.896187
jammu-&-kashmir,2020,3,baramulla district,183583,580425624.3604748
jammu-&-kashmir,2020,3,jammu district,1266667,4876922229.442625
jammu-&-kashmir,2020,3,ganderbal district,50743,155780382.9954802
jammu-&-kashmir,2020,3,udhampur district,154296,445180791.5536319
jammu-&-kashmir,2020,3,bandipore district,48450,147013052.43061084
jammu-&-kashmir,2020,3,reasi district,56486,135099068.4405353
jammu-&-kashmir,2020,3,shopian district,34708,101326986.58238825
jammu-&-kashmir,2020,3,poonch district,76518,263707934.54872236
jammu-&-kashmir,2020,3,kathua district,126283,311678208.3628339
jammu-&-kashmir,2020,3,kishtwar district,31188,83180064.56537089
jammu-&-kashmir,2020,3,pulwama district,114833,372238070.397479
jammu-&-kashmir,2020,3,ramban district,45879,125848917.44620399
jammu-&-kashmir,2020,3,rajouri district,125973,413621357.5955142
jammu-&-kashmir,2020,3,kulgam district,55854,145784144.81867468
jammu-&-kashmir,2020,3,budgam district,148225,477023512.9076569
jammu-&-kashmir,2020,3,anantnag district,128022,403569858.30771744
jammu-&-kashmir,2020,3,kupwara district,157369,516694658.1405349
jammu-&-kashmir,2020,4,muzaffarabad district,2190,8320762.641519774
jammu-&-kashmir,2020,4,doda district,101107,228886606.7496394
jammu-&-kashmir,2020,4,samba district,192767,485508786.5685181
jammu-&-kashmir,2020,4,mirpur district,22039,79706376.63871619
jammu-&-kashmir,2020,4,srinagar district,731076,2177635781.644431
jammu-&-kashmir,2020,4,baramulla district,412433,862594987.5778542
jammu-&-kashmir,2020,4,jammu district,1776840,5696308275.135366
jammu-&-kashmir,2020,4,ganderbal district,92285,201135628.2568581
jammu-&-kashmir,2020,4,udhampur district,248906,646828971.36521
jammu-&-kashmir,2020,4,bandipore district,106767,229201197.19575912
jammu-&-kashmir,2020,4,reasi district,100618,229255669.2348591
jammu-&-kashmir,2020,4,shopian district,71983,161658443.40664437
jammu-&-kashmir,2020,4,poonch district,117245,342505124.4352001
jammu-&-kashmir,2020,4,kathua district,226360,463045666.1261914
jammu-&-kashmir,2020,4,kishtwar district,51330,107185861.51281238
jammu-&-kashmir,2020,4,pulwama district,219731,551823991.7884358
jammu-&-kashmir,2020,4,ramban district,78367,192684246.34585124
jammu-&-kashmir,2020,4,rajouri district,196713,567890456.5176737
jammu-&-kashmir,2020,4,kulgam district,124253,220794472.45019814
jammu-&-kashmir,2020,4,budgam district,295461,692267475.7911439
jammu-&-kashmir,2020,4,anantnag district,282499,514346950.9515931
jammu-&-kashmir,2020,4,kupwara district,303474,721320071.0437154
jammu-&-kashmir,2021,1,muzaffarabad district,1760,7018769.97680518
jammu-&-kashmir,2021,1,doda district,93540,197962516.58644903
jammu-&-kashmir,2021,1,samba district,201873,489544571.0195805
jammu-&-kashmir,2021,1,mirpur district,19836,76641365.50414479
jammu-&-kashmir,2021,1,srinagar district,1027161,2568956545.4611216
jammu-&-kashmir,2021,1,baramulla district,410535,785025036.8822093
jammu-&-kashmir,2021,1,jammu district,2651223,7421535965.773878
jammu-&-kashmir,2021,1,ganderbal district,90691,163957078.62440437
jammu-&-kashmir,2021,1,udhampur district,253788,659211752.0750571
jammu-&-kashmir,2021,1,bandipore district,110105,212281960.49428704
jammu-&-kashmir,2021,1,reasi district,129459,310187729.6204411
jammu-&-kashmir,2021,1,shopian district,72084,140201587.32333398
jammu-&-kashmir,2021,1,poonch district,103668,299466026.8590725
jammu-&-kashmir,2021,1,kathua district,245017,476737690.8982123
jammu-&-kashmir,2021,1,kishtwar district,51696,119471258.11255996
jammu-&-kashmir,2021,1,pulwama district,230547,506298792.83870804
jammu-&-kashmir,2021,1,ramban district,79917,198841833.51555723
jammu-&-kashmir,2021,1,rajouri district,185784,544732582.9070423
jammu-&-kashmir,2021,1,kulgam district,118926,178549172.9397456
jammu-&-kashmir,2021,1,budgam district,314969,629196655.3946896
jammu-&-kashmir,2021,1,anantnag district,317577,500687365.6142787
jammu-&-kashmir,2021,1,kupwara district,287414,651843634.7301381
jammu-&-kashmir,2021,2,muzaffarabad district,3148,10753997.018016852
jammu-&-kashmir,2021,2,doda district,140197,278351055.12039316
jammu-&-kashmir,2021,2,samba district,272944,627782719.5376384
jammu-&-kashmir,2021,2,mirpur district,27536,100332260.09541795
jammu-&-kashmir,2021,2,srinagar district,1529261,3491629169.891506
jammu-&-kashmir,2021,2,baramulla district,558737,966623715.8159674
jammu-&-kashmir,2021,2,jammu district,3793205,10159766998.570372
jammu-&-kashmir,2021,2,ganderbal district,140457,232925318.179365
jammu-&-kashmir,2021,2,udhampur district,361814,841569039.9908626
jammu-&-kashmir,2021,2,bandipore district,160002,285432318.8981966
jammu-&-kashmir,2021,2,reasi district,155375,315743621.2957236
jammu-&-kashmir,2021,2,shopian district,103178,162612796.33491415
jammu-&-kashmir,2021,2,poonch district,155606,414593947.4794037
jammu-&-kashmir,2021,2,kathua district,329534,635043868.1523829
jammu-&-kashmir,2021,2,kishtwar district,76391,153411579.98716158
jammu-&-kashmir,2021,2,pulwama district,332326,632761432.1392006
jammu-&-kashmir,2021,2,ramban district,117866,253971901.63214535
jammu-&-kashmir,2021,2,rajouri district,239185,634121152.0877542
jammu-&-kashmir,2021,2,kulgam district,192379,256728224.91522247
jammu-&-kashmir,2021,2,budgam district,450138,822332973.9248707
jammu-&-kashmir,2021,2,anantnag district,479956,717788809.3041894
jammu-&-kashmir,2021,2,kupwara district,408584,819478528.2209682
jammu-&-kashmir,2021,3,muzaffarabad district,4058,15722035.204606244
jammu-&-kashmir,2021,3,doda district,178242,377444601.9327241
jammu-&-kashmir,2021,3,samba district,352992,822873576.4759533
jammu-&-kashmir,2021,3,mirpur district,32777,122345912.5978739
jammu-&-kashmir,2021,3,srinagar district,2196468,5510884597.059817
jammu-&-kashmir,2021,3,baramulla district,647847,1285810267.7066154
jammu-&-kashmir,2021,3,jammu district,5192026,13867943225.785107
jammu-&-kashmir,2021,3,ganderbal district,176334,338209062.1399027
jammu-&-kashmir,2021,3,udhampur district,476615,1090587535.866065
jammu-&-kashmir,2021,3,bandipore district,177163,340899753.33691466
jammu-&-kashmir,2021,3,reasi district,247073,542552590.7556257
jammu-&-kashmir,2021,3,shopian district,124570,229098781.19403479
jammu-&-kashmir,2021,3,poonch district,182447,520994995.97337115
jammu-&-kashmir,2021,3,kathua district,399722,762622103.9071403
jammu-&-kashmir,2021,3,kishtwar district,96068,208106532.42523685
jammu-&-kashmir,2021,3,pulwama district,393629,826511580.0632427
jammu-&-kashmir,2021,3,ramban district,157474,367286361.96328044
jammu-&-kashmir,2021,3,rajouri district,289081,823624344.2157102
jammu-&-kashmir,2021,3,kulgam district,223401,360260919.092471
jammu-&-kashmir,2021,3,budgam district,545818,1112797675.6615355
jammu-&-kashmir,2021,3,anantnag district,580106,938064508.2337394
jammu-&-kashmir,2021,3,kupwara district,477130,1133802686.4410892
jammu-&-kashmir,2021,4,muzaffarabad district,5831,21241442.22450836
jammu-&-kashmir,2021,4,doda district,235025,435237678.46631306
jammu-&-kashmir,2021,4,samba district,492079,1144805603.769711
jammu-&-kashmir,2021,4,mirpur district,39050,142452278.94317237
jammu-&-kashmir,2021,4,srinagar district,2900577,7232270069.006123
jammu-&-kashmir,2021,4,baramulla district,787593,1567275687.193142
jammu-&-kashmir,2021,4,jammu district,6639541,16627649138.408905
jammu-&-kashmir,2021,4,ganderbal district,211443,370559306.14335734
jammu-&-kashmir,2021,4,udhampur district,621122,1409015376.0471456
jammu-&-kashmir,2021,4,bandipore district,230443,426224671.10234237
jammu-&-kashmir,2021,4,reasi district,332221,721602756.4764307
jammu-&-kashmir,2021,4,shopian district,158150,324099702.9246179
jammu-&-kashmir,2021,4,poonch district,224247,610046677.2859366
jammu-&-kashmir,2021,4,kathua district,528207,1082468701.539606
jammu-&-kashmir,2021,4,kishtwar district,120885,242172974.0745622
jammu-&-kashmir,2021,4,pulwama district,462342,988006961.9135485
jammu-&-kashmir,2021,4,ramban district,199682,423301690.5890018
jammu-&-kashmir,2021,4,rajouri district,363872,998884379.6677287
jammu-&-kashmir,2021,4,kulgam district,279358,450818697.9289175
jammu-&-kashmir,2021,4,budgam district,678080,1358477847.9462016
jammu-&-kashmir,2021,4,anantnag district,683078,1035794983.4736751
jammu-&-kashmir,2021,4,kupwara district,597802,1313830800.64671
jammu-&-kashmir,2022,1,muzaffarabad district,5151,19960049.91358368
jammu-&-kashmir,2022,1,doda district,243924,421316780.2833054
jammu-&-kashmir,2022,1,samba district,588078,1229539785.5198188
jammu-&-kashmir,2022,1,mirpur district,38244,124084071.18939105
jammu-&-kashmir,2022,1,srinagar district,2743701,5949336258.494824
jammu-&-kashmir,2022,1,baramulla district,877608,1607194898.3390284
jammu-&-kashmir,2022,1,jammu district,5510056,11881749307.528316
jammu-&-kashmir,2022,1,ganderbal district,210863,345901039.9280174
jammu-&-kashmir,2022,1,udhampur district,729905,1568037829.8497906
jammu-&-kashmir,2022,1,bandipore district,259483,442350711.2491821
jammu-&-kashmir,2022,1,reasi district,362457,730878668.0515049
jammu-&-kashmir,2022,1,shopian district,162032,256594552.48595798
jammu-&-kashmir,2022,1,poonch district,242450,638025507.382849
jammu-&-kashmir,2022,1,kathua district,608852,1177353985.585809
jammu-&-kashmir,2022,1,kishtwar district,142061,253794904.9452212
jammu-&-kashmir,2022,1,pulwama district,508605,1004677770.5886711
jammu-&-kashmir,2022,1,ramban district,212611,426250571.16478634
jammu-&-kashmir,2022,1,rajouri district,397302,1014911355.8101926
jammu-&-kashmir,2022,1,kulgam district,300260,402883161.9725286
jammu-&-kashmir,2022,1,budgam district,718312,1319712135.4938066
jammu-&-kashmir,2022,1,anantnag district,728868,1032527025.5719063
jammu-&-kashmir,2022,1,kupwara district,654488,1300783254.8105645
jammu-&-kashmir,2022,2,muzaffarabad district,10444,33449179.766689982
jammu-&-kashmir,2022,2,doda district,339886,563086389.1667428
jammu-&-kashmir,2022,2,samba district,783532,1573110669.1012697
jammu-&-kashmir,2022,2,mirpur district,56603,166355428.48376888
jammu-&-kashmir,2022,2,srinagar district,4660647,9640282801.134443
